id,gender,age,binges,totdrinks,tothours,0,0.25,0.5,1,1.5,2,2.5,3,4,5,6,7,8,9,10,15,20
296,Male,24,3,9,7,10,8,7,5,5,5,5,4,4,4,3,3,3,2,1,1,0
297,Male,54,0,2,2,5,5,5,5,5,5,4,4,3,2,2,1,1,1,1,1,1
298,Male,53,1,10,12,10,10,10,5,5,5,4,4,2,2,1,1,0,0,0,0,0
299,Male,30,8,70,36,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0
300,Male,27,4,11,14,6,6,6,6,6,6,6,6,5,4,3,2,2,2,1,0,0
301,Male,32,0,7,2,5,5,5,5,5,3,3,3,3,3,1,1,0,0,0,0,0
302,Male,30,1,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Male,24,3,3,3,7,5,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0
304,Male,24,4,4,2,4,4,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0
305,Male,27,1,14,14,5,5,5,5,5,5,5,5,5,4,3,3,2,2,2,1,1
306,Male,24,0,0,0,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,0,0
307,Male,39,4,11,13,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,1,0
308,Male,26,1,6,8,10,10,10,10,10,10,10,6,5,4,3,1,1,1,0,0,0
309,Male,33,0,7,7,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0
310,Male,41,2,12,7,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
311,Male,26,8,16,8,8,8,8,8,8,8,6,6,3,3,2,2,2,1,1,0,0
312,Male,28,1,5,3,10,8,8,8,8,8,7,6,5,5,5,3,2,2,2,1,1
313,Male,35,6,29,19,20,20,20,20,15,15,12,12,10,10,8,7,6,5,4,3,2
314,Male,46,2,12,8,15,12,12,12,12,12,12,10,10,8,6,5,4,3,2,0,0
315,Male,25,5,5,6,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
316,Male,31,3,20,12,12,12,12,12,12,12,12,9,9,8,8,6,6,6,3,2,1
317,Male,31,1,4,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
318,Male,29,0,0,0,20,20,20,15,15,15,14,11,10,8,6,5,5,4,4,2,2
319,Male,33,3,10,10,5,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
320,Male,38,0,12,9,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0
321,Male,54,0,3,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
322,Male,27,1,8,5,15,12,12,12,12,10,10,9,8,6,6,5,5,3,3,2,2
323,Male,35,3,8,8,6,5,5,4,4,3,3,3,2,2,1,1,1,1,1,1,1
324,Male,25,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Male,28,0,5,6,4,4,4,4,4,4,4,4,3,2,2,2,1,0,0,0,0
326,Male,29,2,24,24,10,10,10,10,10,8,8,7,7,7,6,6,6,6,6,4,3
327,Male,44,3,7,6,10,10,10,10,10,10,7,7,6,4,3,2,2,1,0,0,0
328,Male,30,0,1,0,5,4,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0
329,Male,69,0,0,0,8,8,8,8,8,6,6,5,3,2,2,2,2,1,1,0,0
330,Male,21,2,5,10,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0
331,Male,30,2,5,6,10,10,10,10,9,9,8,8,7,6,5,5,5,4,3,2,2
332,Male,34,0,2,1,6,6,6,6,6,6,6,3,2,2,1,0,0,0,0,0,0
333,Male,28,2,6,6,5,5,5,5,5,5,5,5,4,4,4,2,2,0,0,0,0
334,Male,29,2,7,7,6,5,5,4,4,4,3,2,2,0,0,0,0,0,0,0,0
335,Male,25,2,21,21,4,3,3,2,2,2,2,5,4,2,2,44,0,0,0,0,0
336,Male,37,6,17,15,5,5,5,4,4,4,3,3,2,2,0,0,0,0,0,0,0
337,Male,24,1,13,7,6,6,6,6,5,5,4,4,3,2,2,2,2,2,2,0,0
338,Male,42,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Male,29,5,20,19,8,8,8,8,8,8,8,8,8,8,8,6,6,5,4,3,2
340,Male,45,1,6,4,3,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0
341,Male,27,2,8,6,5,5,5,5,5,3,3,2,1,1,0,0,0,0,0,0,0
342,Male,25,5,25,15,10,10,10,10,10,10,10,10,6,6,5,5,3,2,2,1,0
343,Male,53,0,2,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0
344,Male,33,10,24,14,10,10,10,10,10,10,10,8,7,6,5,4,3,2,1,0,0
345,Male,23,1,8,13,6,6,6,6,6,6,5,5,5,5,4,4,4,3,2,1,1
346,Male,23,0,6,2.5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
347,Male,43,0,2,4,5,5,5,5,5,5,3,3,3,2,2,2,2,1,1,1,0
348,Male,45,2,14,14,7,7,7,7,7,7,7,5,4,4,4,4,3,3,2,2,2
349,Male,36,1,4,3,5,5,5,5,5,4,4,3,2,1,1,1,1,0,0,0,0
350,Male,34,1,10,14,8,8,8,8,8,8,8,6,5,4,4,4,3,2,2,0,0
351,Male,26,1,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
352,Male,62,0,7,7,5,5,5,5,5,5,5,5,4,3,2,2,2,1,1,0,0
353,Male,60,0,4,4,6,6,6,6,6,6,5,5,4,3,0,0,0,0,0,0,0
354,Male,33,2,9,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
355,Male,67,0,28,21,5,5,5,5,5,5,5,5,4,4,3,2,2,1,0,0,0
356,Male,34,0,2,1,5,5,5,5,5,5,2,1,2,2,1,1,1,1,0,0,0
357,Male,50,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
358,Male,60,0,7,10,6,6,6,6,6,6,6,6,6,6,3,3,3,2,2,0,0
359,Male,26,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0
360,Male,55,0,10,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
361,Male,36,2,11,13,12,12,12,12,12,12,12,12,10,7,6,5,4,4,3,2,2
362,Male,67,2,8,6,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
363,Male,33,0,3,2,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0
364,Male,32,2,9,5,6,6,6,6,6,6,6,6,4,4,3,2,1,1,0,0,0
365,Male,35,20,45,38,0,0,0,0,0,0,0,3,2,0,0,6,0,0,0,0,0
366,Male,30,3,8,5,10,10,10,10,10,8,7,5,4,3,3,2,2,2,2,1,1
367,Male,34,0,1,1,15,15,15,15,12,10,8,3,2,2,2,1,1,1,1,0,0
368,Male,32,5,17,9,15,15,15,12,10,8,6,5,4,4,4,2,2,2,0,0,0
369,Male,33,2,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,2
370,Male,31,1,12,8,8,8,8,8,7,7,6,6,5,5,4,4,3,3,2,1,1
371,Male,22,6,23,11,10,10,10,10,9,8,7,6,5,4,3,2,2,2,2,1,1
372,Male,39,0,1,1,6,6,6,6,5,3,2,1,0,0,0,0,0,0,0,0,0
373,Male,37,2,8,9,5,5,5,5,5,5,5,5,5,4,3,3,2,1,1,0,0
374,Male,30,8,21,20,10,10,10,10,9,9,9,9,7,6,5,5,4,3,3,0,0
375,Male,30,2,12,8,6,5,5,5,4,4,4,3,3,3,3,2,2,2,1,1,1
376,Male,47,15,37,18,12,12,12,12,10,8,7,6,4,4,2,1,0,0,0,0,0
377,Male,43,0,0,0,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0
378,Male,27,1,11,8,6,6,6,6,6,6,5,4,3,2,2,1,1,1,0,0,0
379,Male,57,4,13,9,10,10,10,10,10,6,5,4,3,2,1,1,1,1,1,1,1
380,Male,36,0,0,0,13,13,13,13,13,13,13,13,12,10,8,6,0,0,0,0,0
381,Male,22,0,4,4,8,8,8,8,8,8,7,7,6,6,5,4,3,2,2,1,1
382,Male,43,0,2,2,4,4,4,4,4,4,2,2,2,1,1,1,0,0,0,0,0
383,Male,52,30,120,46,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
384,Male,35,2,4,3,7,7,7,7,7,7,7,6,6,6,5,5,4,4,3,3,2
385,Male,48,0,3,6,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
386,Male,28,2,8,10,10,10,10,10,8,8,8,8,8,8,6,6,4,4,3,2,2
387,Male,62,0,7,6,6,6,6,6,6,6,6,6,6,6,6,5,4,0,0,0,0
388,Male,57,0,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,2
389,Male,41,1,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,1,1
390,Male,46,1,6,9,7,7,7,7,7,7,7,7,7,7,7,7,6,5,4,3,2
391,Male,33,0,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0
392,Male,39,3,17,21,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,0
393,Male,34,1,4,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0
394,Male,44,4,59,34,15,15,15,15,15,15,15,10,8,5,4,3,3,2,1,0,0
395,Male,32,0,9,9,6,6,6,6,5,4,3,2,1,0,0,0,0,0,0,0,0
396,Male,37,1,6,4,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,7,6
397,Male,30,0,4,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
398,Male,46,4,16,12,8,8,8,8,8,8,8,8,7,4,2,0,0,0,0,0,0
399,Male,29,5,13,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Male,32,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Male,33,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1
402,Male,46,1,4,3,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0
403,Male,41,0,0,0,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0
404,Male,23,1,4,3,8,8,8,8,5,5,5,4,3,3,2,2,1,0,0,0,0
405,Male,65,0,3,3,5,4,4,4,4,4,3,3,3,2,2,1,1,0,0,0,0
406,Male,20,2,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
407,Male,31,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0
408,Male,61,0,2,1,5,5,5,5,5,5,5,4,4,3,3,2,1,0,0,0,0
409,Male,31,2,5,5,7,6,6,6,5,5,5,4,4,3,3,3,3,3,3,2,1
410,Male,27,2,14,14,7,7,7,7,7,7,6,5,5,4,0,0,0,0,0,0,0
411,Male,31,10,46,28,10,10,10,10,8,8,8,6,5,4,4,3,3,2,1,1,0
412,Male,29,10,13,5,12,12,12,10,6,5,4,3,2,1,0,0,0,0,0,0,0
413,Male,46,1,7,14,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
414,Male,35,0,6,6,11,11,11,11,11,8,7,6,5,5,5,4,4,4,3,2,2
415,Male,58,30,42,35,10,10,10,5,5,5,2,2,1,0,0,0,0,0,0,0,0
416,Male,27,1,2,2,5,5,5,5,5,5,5,5,4,4,3,2,2,1,1,0,0
417,Male,21,3,26,11,20,18,16,14,13,12,11,10,8,6,4,2,1,0,0,0,0
418,Male,43,3,7,7,7,7,6,6,5,5,4,4,3,3,2,2,1,1,0,0,0
419,Male,35,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Male,40,3,11,10,6,6,6,5,5,5,5,4,4,3,3,2,1,0,0,0,0
421,Male,45,0,0,0,10,10,10,10,10,10,10,8,5,4,3,3,2,2,0,0,0
422,Male,26,2,5,3,7,7,7,7,7,7,7,6,6,5,4,4,4,3,3,2,1
423,Male,36,0,2,4,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0
424,Male,25,2,16,12,2,4,6,5,3,3,2,1,2,1,1,1,2,3,3,4,2
425,Male,30,6,14,11,10,10,10,10,10,10,10,10,10,8,8,7,5,3,3,1,1
426,Male,46,0,0,0,10,10,10,10,10,10,8,5,5,5,5,5,4,4,4,2,2
427,Male,49,0,4,3,10,8,8,6,5,5,5,5,5,5,4,3,2,1,0,0,0
428,Male,26,0,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1
429,Male,50,0,3,4,6,6,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0
430,Male,43,5,8,11,8,8,8,8,8,8,8,8,6,5,5,2,2,2,2,1,1
431,Male,31,0,1,1,4,4,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0
432,Male,65,1,10,2,20,10,5,5,5,5,5,5,4,4,4,4,2,0,0,0,0
433,Male,25,3,22,7,2,3,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0
434,Male,51,0,4,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
435,Male,35,30,84,42,12,12,12,12,8,6,4,3,2,2,2,0,0,0,0,0,0
436,Male,54,1,8,3,5,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0
437,Male,32,10,25,20,10,10,10,10,10,10,9,5,3,2,1,1,1,0,0,0,0
438,Male,28,4,9,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
439,Male,45,1,12,6,15,15,15,15,12,12,8,8,6,6,4,4,4,2,2,1,1
440,Male,40,2,10,9,10,10,10,10,10,10,10,10,7,6,5,4,4,3,3,2,2
441,Male,24,0,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,0
442,Male,24,5,12,9,7,7,7,7,7,7,7,5,5,4,4,4,4,3,2,1,1
443,Male,23,15,24,8,12,8,7,4,4,3,2,2,2,1,1,1,1,1,1,1,1
444,Male,29,3,12,13,6,6,6,6,6,6,5,5,5,4,2,2,2,1,1,0,0
445,Male,26,1,5,5,20,20,10,8,5,4,3,2,0,0,0,0,0,0,0,0,0
446,Male,41,1,5,6,8,8,8,8,8,8,7,5,5,5,4,3,3,3,2,1,1
447,Male,28,2,13,6,9,9,9,9,9,9,8,6,5,4,3,2,2,2,1,0,0
448,Male,23,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
449,Male,35,1,12,21,6,6,6,6,6,6,6,6,3,3,0,0,0,0,0,0,0
450,Male,58,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Male,25,0,5,10,4,4,4,4,3,3,3,3,2,2,1,1,1,0,0,0,0
452,Male,50,0,2,2,4,4,4,4,4,4,3,3,2,1,0,0,0,0,0,0,0
453,Male,45,15,39,28,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0
454,Male,43,0,8,7,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1
455,Male,66,2,6,7,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
456,Male,29,0,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,0
457,Male,34,2,11,8,10,10,10,10,10,10,10,10,8,8,8,7,5,5,3,0,0
458,Male,48,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Male,24,2,9,11,10,10,10,10,10,10,10,10,10,8,4,3,1,1,0,0,0
460,Male,47,3,8,6,10,10,10,10,10,7,7,4,3,0,0,0,0,0,0,0,0
461,Male,27,0,6,6,6,6,6,6,5,4,4,4,4,3,3,2,0,0,0,0,0
462,Male,34,1,5,6,5,5,5,5,5,5,5,5,5,4,3,2,2,1,1,0,0
463,Male,29,2,16,8,5,4,4,4,4,3,3,2,1,1,1,1,0,0,0,0,0
464,Male,27,1,2,0,4,4,4,4,3,3,3,2,2,2,1,1,1,1,0,0,0
465,Male,30,3,5,4,5,5,5,5,5,5,4,4,3,3,2,2,1,1,1,1,0
466,Male,44,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
467,Male,21,1,8,5,2,4,4,9,2,0,1,1,0,6,2,0,3,0,19,4,3
468,Male,42,4,4,5,12,12,12,12,12,12,12,12,12,12,12,5,5,0,0,0,0
469,Male,46,1,2,0,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,0
470,Male,34,0,4,2,5,5,5,5,5,5,5,4,4,4,3,2,2,2,2,0,0
471,Male,43,0,1,1,5,5,5,5,5,5,5,5,3,2,2,1,0,0,0,0,0
472,Male,24,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1
473,Male,34,30,90,90,10,10,10,10,8,7,5,5,5,4,4,3,3,3,2,1,1
474,Male,29,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
475,Female,26,0,0,0,10,10,10,10,10,5,5,5,5,0,0,0,0,0,0,0,0
476,Female,32,0,4,10,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
477,Female,25,1,2,2,5,4,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0
478,Female,25,3,32,36,6,6,6,6,6,6,5,5,3,2,1,1,0,0,0,0,0
479,Female,60,0,7,5,4,4,4,4,4,4,4,3,2,2,1,1,1,1,1,0,0
480,Female,30,0,3,1.5,5,4,4,4,4,4,4,4,4,4,4,3,2,2,1,0,0
481,Female,41,0,2,4,3,3,3,3,3,3,3,2,2,2,1,1,1,0,0,0,0
482,Female,32,0,4,6,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1
483,Female,61,20,27,60,5,5,5,5,5,5,5,5,3,3,2,2,2,0,0,0,0
484,Female,52,0,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
485,Female,28,3,20,8,15,15,15,10,10,5,4,3,2,2,1,1,1,1,1,0,0
486,Female,32,0,5,5,5,5,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0
487,Female,36,1,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,1
488,Female,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
489,Female,30,2,7,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Female,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Female,32,6,9,11,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
492,Female,22,2,8,8,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Female,29,5,6,6,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0
494,Female,29,1,8,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,1
495,Female,49,1,4,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
496,Female,70,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,9
497,Female,26,1,3,2,8,8,8,8,8,8,8,5,5,5,3,3,3,2,2,2,2
498,Female,23,1,0,0,50,40,30,16,10,8,6,7,4,3,3,3,2,0,0,0,0
499,Female,22,0,4,6,4,4,4,4,3,2,2,2,1,1,1,0,0,0,0,0,0
500,Female,34,0,7,7,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,0,0
501,Female,46,0,8,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Female,69,0,7,7,3,3,3,3,3,3,3,3,2,2,2,1,1,1,0,0,0
503,Female,52,0,0,0,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0
504,Female,38,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
505,Female,25,2,4,8,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
506,Female,33,4,17,14,2,4,2,2,3,2,1,1,1,3,0,0,0,0,0,0,0
507,Female,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Female,34,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Female,28,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0
510,Female,44,0,0,0,7,7,7,7,3,3,1,0,0,0,0,0,0,0,0,0,0
511,Female,35,0,0,0,5,5,5,5,5,5,4,3,2,1,0,0,0,0,0,0,0
512,Female,26,1,5,8,8,8,8,8,8,8,8,7,7,6,5,5,4,4,2,2,1
513,Female,69,0,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
514,Female,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Female,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Female,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Female,33,3,6,4,8,8,8,6,5,5,4,4,3,0,0,0,0,0,0,0,0
518,Female,27,10,21,17,10,10,10,10,5,5,5,5,4,3,2,1,1,1,1,0,0
519,Female,36,2,5,4,7,7,7,7,7,7,6,5,4,3,2,0,0,0,0,0,0
520,Female,24,3,12,11,8,8,7,7,6,6,5,5,5,4,3,2,2,2,2,1,0
521,Female,51,0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Female,21,4,18,7,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
523,Female,43,1,2,1,6,6,6,5,5,4,4,0,0,0,0,0,0,0,0,0,0
524,Female,26,0,1,1,4,4,4,4,4,3,3,2,2,2,1,1,1,0,0,0,0
525,Female,26,0,2,3,4,4,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0
526,Female,28,2,8,6,6,6,6,6,6,6,6,6,3,3,2,2,1,0,0,0,0
527,Female,30,1,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
528,Female,25,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Female,40,20,39,23,10,10,10,10,10,10,10,10,7,5,3,1,1,1,1,0,0
530,Female,31,5,12,10,12,12,12,12,12,12,12,10,8,6,5,5,4,4,3,2,1
531,Female,27,0,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
532,Female,33,3,21,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
533,Female,33,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
534,Female,31,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
535,Female,31,0,0,0,10,10,8,8,8,6,5,4,4,3,2,0,0,0,0,0,0
536,Female,33,8,12,9,6,6,6,4,4,4,4,4,4,4,2,2,2,1,1,1,1
537,Female,28,3,9,9,1,2,1,1,2,4,2,11,2,3,2,3,4,2,2,3,1
538,Female,33,2,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Female,38,4,21,13,10,10,10,10,10,10,10,10,8,8,6,6,5,5,4,3,2
540,Female,54,0,3,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1
541,Female,29,25,42,14,6,6,6,6,6,6,6,6,2,2,1,1,0,0,0,0,0
542,Female,29,3,20,18,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,0,0
543,Female,33,0,3,3,5,5,5,5,5,4,4,3,3,2,2,2,2,2,2,1,1
544,Female,31,1,5,14,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
545,Female,25,2,6,8,10,10,10,10,8,8,7,6,5,5,4,4,3,2,2,1,0
546,Female,50,0,0,0,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0
547,Female,26,10,10,9,10,10,8,8,6,6,5,2,1,0,0,0,0,0,0,0,0
548,Female,36,0,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0
549,Female,25,1,9,10,2,4,1,5,1,1,1,3,5,2,2,1,1,1,0,2,2
550,Female,27,0,3,0,5,5,5,3,3,2,2,1,0,0,0,0,0,0,0,0,0
551,Female,35,1,1,1,5,5,5,5,5,5,5,5,3,3,3,2,2,2,2,1,1
552,Female,21,5,22,13,10,10,10,7,7,7,6,5,3,0,0,0,0,0,0,0,0
553,Female,55,0,3,6,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0
554,Female,36,1,6,11,4,4,4,4,4,4,4,4,4,2,2,1,0,0,0,0,0
555,Female,24,0,1,1,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,0,0
556,Female,39,2,8,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
557,Female,25,0,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Female,31,2,7,6,5,5,5,5,5,5,5,5,5,4,3,3,2,2,2,1,1
559,Female,35,0,0,0,7,7,7,7,6,6,5,4,3,2,2,1,0,0,0,0,0
560,Female,27,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0
561,Female,30,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Female,23,2,5,10,10,9,8,7,6,5,4,4,4,3,2,1,1,1,0,0,0
563,Female,39,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,2,0,0,0,0
564,Would rather not say,69,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
565,Female,31,0,0,0,10,10,10,10,8,7,6,5,4,3,2,1,0,0,0,0,0
566,Female,24,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,Female,34,10,16,16,8,8,8,6,6,5,5,4,4,3,3,2,1,1,0,0,0
568,Female,54,2,9,11,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
569,Female,27,3,7,37,7,7,7,7,7,7,7,6,5,4,4,3,3,2,2,0,0
570,Female,29,3,16,21,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,0,0
571,Female,24,4,7,11,6,6,6,5,5,5,5,4,3,3,3,2,2,2,1,1,1
572,Female,46,0,12,12,4,4,4,4,4,3,3,3,3,2,2,2,1,1,1,0,0
573,Female,24,0,1,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Female,28,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0
575,Female,27,1,6,4,5,5,5,5,5,5,5,5,4,3,2,2,1,1,1,1,0
576,Female,31,0,2,1,10,10,10,5,5,5,5,5,3,3,3,2,0,0,0,0,0
577,Female,24,10,18,14,6,6,6,6,6,6,6,6,6,5,5,4,3,2,1,0,0
578,Female,31,3,7,7,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
579,Female,45,20,35,36,10,10,10,10,10,10,7,6,5,5,4,4,3,3,3,2,1
580,Female,30,1,4,4,5,5,5,5,4,4,2,2,2,2,1,1,1,1,1,0,0
581,Female,42,0,0,0,4,4,4,3,3,3,2,2,2,2,1,1,1,1,0,0,0
582,Female,23,0,2,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Female,54,0,7,8.5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1
584,Female,45,1,4,4,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
585,Female,25,5,11,11,8,8,8,8,8,8,8,7,5,4,2,2,0,0,0,0,0
586,Female,36,1,5,12,5,5,5,5,5,5,5,5,4,3,2,2,2,1,1,0,0
587,Female,19,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0
588,Female,55,0,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
589,Female,27,3,12,6,7,7,7,7,7,7,7,7,7,6,5,5,5,5,4,2,1
590,Female,31,0,0,0,10,10,10,10,10,10,8,6,5,4,0,0,0,0,0,0,0
591,Female,27,2,6,9,5,5,5,5,5,5,5,5,4,3,2,1,1,1,1,0,0
